unit,videolocation,subtitles,imagetags,subtitletags,uqs,uqs_initial,archeologist,architect,artist,astronaut,athlete,businessperson,celebrity,chef,criminal,engineer,farmer,fictionalcharacter,journalist,judge,lawyer,militaryperson,model,monarch,philosopher,politician,presenter,producer,psychologist,scientist,sportsmanager,writer,none,other,archeologist_initial_initial,architect_initial,artist_initial,astronaut_initial,athlete_initial,businessperson_initial,celebrity_initial,chef_initial,criminal_initial,engineer_initial,farmer_initial,fictionalcharacter_initial,journalist_initial,judge_initial,lawyer_initial,militaryperson_initial,model_initial,monarch_initial,philosopher_initial,politician_initial,presenter_initial,producer_initial,psychologist_initial,scientist_initial,sportsmanager_initial,writer_initial,none_initial,other_initial
1856509923,https://joran.org/ct/entity.admin.unit.2848/8859.mp4,"part of South Carolina, and his Rs are largely intact.  going to sell the oil to another",map__c0_###_geography__c1_###_cartography__c2_###_margin__c3_###_country__c4_###_map__i0_###_representation__i1_###_geography__i2_###_country__i3_###_atlas__i4_###_,South Carolina__0_###_Rs__1_###_intact__2_###_sell__3_###_oil__4_###_,0.5143134955091607,0.24375802991789303,0.008022858246220134,0.0,0.04772197968499868,0.0,0.0,0.0,0.04772197968499868,0.0,0.0,0.0,0.0,0.03453329260379111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05109576927325243,0.033134615934816355,0.03478199269802275,0.0,0.0,0.0,0.00357733008126644,0.7306803652078175,0.09813974903613867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509924,https://joran.org/ct/entity.admin.unit.2848/8862.mp4,"How close does that sound to the Kentucky accent where they talk like that and I'm talking like this?  Regardless, R-dropping probably can't be the shortcut that white actors use",business__c0_###_chair__c1_###_politician__c2_###_adult__c3_###_people__c4_###_business__i0_###_businessman__i1_###_man__i2_###_office__i3_###_businesswoman__i4_###_,How__0_###_sound__1_###_Kentucky accent__2_###_talk__3_###_I'm talking__4_###_R-dropping__5_###_white__6_###_actors__7_###_,0.8309613641643043,0.5837351478062983,0.0,0.0,0.028361092348035837,0.0,0.0,0.0,0.975984420684919,0.0,0.0,0.0,0.0,0.0,0.0587972459857225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22333804594378723,0.0,0.0,0.0,0.0,0.0,0.0,0.1266160848002486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509925,https://joran.org/ct/entity.admin.unit.2848/8868.mp4,"speech, /ay/ is a one-part vowel in many cases, sounding more like ah than ay.  Five   and",no person__c0_###_desktop__c1_###_illustration__c2_###_text__c3_###_symbol__c4_###_sign__i0_###_icon__i1_###_symbol__i2_###_business__i3_###_graphic__i4_###_,ay__0_###_vowel__1_###_cases__2_###_sounding__3_###_ay__4_###_Five__5_###_,0.9494052573431733,0.8052631578947368,0.0,0.0,0.0,0.0,0.0,0.0006963646339910917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023820475327484235,0.0,0.0,0.0,0.0,0.0,0.9754831600385245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509926,https://joran.org/ct/entity.admin.unit.2848/8872.mp4,"be aware of. Most Southerners only do ay-ungliding before what's called voiced consonants, or at the end of a word. The difference between voiced and voiceless consonants is whether your vocal chords vibrate when you say them, and ay-ungliding before voiceless consonants is stereotyped in the South as a less-educated way of speaking.  But I don't want your life. ",map__c0_###_geography__c1_###_cartography__c2_###_country__c3_###_margin__c4_###_map__i0_###_representation__i1_###_geography__i2_###_atlas__i3_###_country__i4_###_,aware__0_###_Most__1_###_Southerners__2_###_called__3_###_voiced consonants__4_###_word__5_###_The difference__6_###_voiced__7_###_voiceless consonants__8_###_vocal chords__9_###_vibrate__10_###_voiceless consonants__11_###_stereotyped__12_###_South__13_###_speaking__14_###_But__15_###_life__16_###_,0.9494052573431733,0.8052631578947368,0.0,0.0,0.0,0.0,0.0,0.0006963646339910917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023820475327484235,0.0,0.0,0.0,0.0,0.0,0.9754831600385245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509927,https://joran.org/ct/entity.admin.unit.2848/8878.mp4,men.  As do the vowels pronounced in the back of the mouth like go and boot.  Thank you. ,woman__c0_###_indoors__c1_###_fashion__c2_###_contemporary__c3_###_people__c4_###_attractive__i0_###_caucasian__i1_###_pretty__i2_###_adult__i3_###_people__i4_###_,men__0_###_As__1_###_vowels__2_###_mouth__3_###_boot__4_###_Thank__5_###_,0.9299832451784004,0.8561203229281671,0.0,0.0,0.3181107958222405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024995683230027283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509928,https://joran.org/ct/entity.admin.unit.2848/8883.mp4,"But if you're an actor from the North or the West, the vowels are really the key",page__c0_###_business__c1_###_template__c2_###_illustration__c3_###_World Wide Web__c4_###_window__i0_###_design__i1_###_web__i2_###_graphic__i3_###_internet__i4_###_,But__0_###_actor__1_###_North__2_###_West__3_###_vowels__4_###_key__5_###_,0.7214403560962949,0.4263157894736842,0.0,0.0058458962869637225,0.0,0.0,0.0,0.0,0.0227374354287259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005867561681454525,0.02153706600828951,0.0,0.0,0.0,0.0,0.0,0.8542755073615312,0.08973653323303504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509929,https://joran.org/ct/entity.admin.unit.2833/9002.mp4,captures a strange marking across the arid plains of Bolivia what would create,no person__c0_###_nature__c1_###_desktop__c2_###_outdoors__c3_###_abstract__c4_###_color__i0_###_water__i1_###_design__i2_###_black__i3_###_close__i4_###_,captures__0_###_strange__1_###_marking__2_###_arid__3_###_Bolivia__4_###_create__5_###_,0.8379274480993449,0.4813011241868419,0.0029235569116775172,0.0029235569116775172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029235569116775172,0.0,0.0,0.006556644800538573,0.0,0.0,0.0029235569116775172,0.0,0.0,0.0,0.0065809442901577295,0.024155558862206643,0.006556644800538573,0.0,0.028425427020763554,0.0,0.0,0.9202519584761204,0.014029466550213077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509930,https://joran.org/ct/entity.admin.unit.2833/9005.mp4,of the answer may lie in the mining history of mineral-rich Bolivia and neighboring Chile the Atacama Desert is,no person__c0_###_abstract__c1_###_desktop__c2_###_design__c3_###_pattern__c4_###_business__i0_###_black__i1_###_design__i2_###_close__i3_###_hand__i4_###_,answer__0_###_lie__1_###_mining__2_###_history__3_###_Bolivia__4_###_Chile__5_###_Atacama Desert__6_###_,0.9985288462365683,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006963646339910917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993036353660087,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509931,https://joran.org/ct/entity.admin.unit.2833/9007.mp4,growth very few animals there is however,portrait__c0_###_people__c1_###_adult__c2_###_man__c3_###_one__c4_###_man__i0_###_businessman__i1_###_male__i2_###_person__i3_###_caucasian__i4_###_,animals__0_###_,0.19466677606756574,0.168662850242202,0.06750033381342627,0.0,0.0,0.0,0.0,0.06227057835696708,0.0,0.0,0.0,0.15692508334014812,0.005853779346871097,0.0,0.22811829885647317,0.0,0.0,0.0,0.0,0.0,0.02862187569683578,0.06629274581249857,0.054296208733070846,0.0,0.0,0.41166167279307786,0.0,0.0,0.15886453837537476,0.18140627788153926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509932,https://joran.org/ct/entity.admin.unit.2833/9010.mp4,reserves there is a long history of,no person__c0_###_travel__c1_###_sky__c2_###_landscape__c3_###_desert__c4_###_dune__i0_###_sand__i1_###_landscape__i2_###_desert__i3_###_sky__i4_###_,reserves__0_###_long__1_###_history__2_###_,0.9488618620204079,0.8105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02480386114812142,0.0,0.0,0.0,0.0,0.0,0.9751961388518786,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509933,https://joran.org/ct/entity.admin.unit.2833/9012.mp4,I understand that much of the gunpowder,people__c0_###_splash__c1_###_adult__c2_###_art__c3_###_one__c4_###_business__i0_###_design__i1_###_graphic__i2_###_black__i3_###_3d__i4_###_,I understand__0_###_gunpowder__1_###_,0.9985288462365683,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006963646339910917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993036353660087,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509934,https://joran.org/ct/entity.admin.unit.2833/9014.mp4,World War one that was manufactured with,people__c0_###_adult__c1_###_one__c2_###_group__c3_###_man__c4_###_person__i0_###_outdoors__i1_###_man__i2_###_people__i3_###_business__i4_###_,World War__0_###_manufactured__1_###_,0.749118823737161,0.6473684210526316,0.0007206696911776614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8626093087984783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13667002151034388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509935,https://joran.org/ct/entity.admin.unit.2833/9019.mp4,built to support the region's booming mining industry but in the 1930s disaster struck as the,people__c0_###_vehicle__c1_###_no person__c2_###_transportation system__c3_###_military__c4_###_vehicle__i0_###_tank__i1_###_amphibian__i2_###_wheeled vehicle__i3_###_armored vehicle__i4_###_,support__0_###_region__1_###_mining__2_###_industry__3_###_,0.5570044991311897,0.37964138383997603,0.0,0.00521076401135416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029259323035936542,0.0,0.0,0.04815351621098696,0.0,0.0,0.0,0.0,0.0,0.005191523777670502,0.0,0.12513601784060155,0.0,0.0,0.0,0.0,0.0,0.744694797450869,0.14385261387222562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509936,https://joran.org/ct/entity.admin.unit.2833/9021.mp4,trains were left to rot in the desert using image enhancement the identity of the dark mark visible from space is finally revealed what I am seeing is what I would call a,no person__c0_###_desert__c1_###_travel__c2_###_outdoors__c3_###_nature__c4_###_canyon__i0_###_ravine__i1_###_valley__i2_###_rock__i3_###_landscape__i4_###_,rot__0_###_desert__1_###_image enhancement__2_###_identity__3_###_dark mark__4_###_space__5_###_finally__6_###_call__7_###_,0.9494052573431733,0.8052631578947368,0.0006963646339910917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023820475327484235,0.0,0.0,0.0,0.0,0.0,0.9754831600385245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509937,https://joran.org/ct/entity.admin.unit.2833/9024.mp4,designated cemetery,blur__c0_###_abstract__c1_###_dof__c2_###_focus__c3_###_still life__c4_###_sky__i0_###_clouds__i1_###_sun__i2_###_weather__i3_###_landscape__i4_###_,cemetery__0_###_,0.998455598219166,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007307205068133937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992692794931867,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509938,https://joran.org/ct/entity.admin.unit.2833/9026.mp4,Bolivian Wild West,man__c0_###_people__c1_###_portrait__c2_###_adult__c3_###_indoors__c4_###_man__i0_###_male__i1_###_business__i2_###_businessman__i3_###_adult__i4_###_,Bolivian__0_###_Wild West__1_###_,0.2077884474392757,0.21049464365196946,0.06767159605837333,0.06767159605837333,0.0,0.0,0.0,0.0694900465159637,0.0,0.0,0.0,0.07059515297005085,0.0,0.0,0.0029235569116775172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3130480908797226,0.0029235569116775172,0.0,0.15500075467150828,0.0,0.0029235569116775172,0.29388707331124486,0.29706648596628815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509939,https://joran.org/ct/entity.admin.unit.2784/11797.mp4,in I'm gonna introduce you to Zachary Crockett he first introduced me to the,abstract__c0_###_art__c1_###_illustration__c2_###_sky__c3_###_background__c4_###_design__i0_###_icon__i1_###_graphic__i2_###_set__i3_###_art__i4_###_,Zachary__0_###_Crockett__1_###_,0.25830649693226904,0.23920784075149035,0.0,0.0,0.0030608021961313413,0.0,0.0,0.0030608021961313413,0.0,0.0,0.0,0.0,0.0,0.3108312018756242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0550493805755948,0.0030608021961313413,0.0,0.0,0.0,0.0030608021961313413,0.3638729847227542,0.27330723502215815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509940,https://joran.org/ct/entity.admin.unit.2784/11803.mp4,problem goes like this there's a brand new car behind one of three doors behind,abstract__c0_###_no person__c1_###_curtain__c2_###_wallpaper__c3_###_pattern__c4_###_blind__i0_###_curtain__i1_###_furnishing__i2_###_protective covering__i3_###_shower curtain__i4_###_,brand__0_###_car__1_###_doors__2_###_,0.4408292886476749,0.4631125159402554,0.0,0.0,0.0,0.0,0.0,0.0,0.05132954902257294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45162000381012984,0.0,0.0,0.0,0.578017669223757,0.0,0.0,0.0,0.0,0.0,0.0,0.05429902708280005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509941,https://joran.org/ct/entity.admin.unit.2784/11807.mp4,because he thought you were much brighter than he was that's Marilyn Vos,portrait__c0_###_adult__c1_###_people__c2_###_indoors__c3_###_woman__c4_###_portrait__i0_###_attractive__i1_###_model__i2_###_hair__i3_###_face__i4_###_,Marilyn__0_###_,0.48092486382310135,0.3842935429601085,0.0,0.0,0.10661859942278917,0.0,0.0,0.0,0.6919555422994494,0.0,0.0,0.0,0.0,0.0,0.1398639590721828,0.0,0.0,0.0,0.024099344101180677,0.0,0.0,0.0,0.603348517539168,0.0,0.024099344101180677,0.0,0.0,0.0,0.048848332595150486,0.1568166792559687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509942,https://joran.org/ct/entity.admin.unit.2784/11811.mp4,Records actually kept track of this she,no person__c0_###_education__c1_###_business__c2_###_shelf__c3_###_library__c4_###_rubber eraser__i0_###_eraser__i1_###_shelf__i2_###_collection__i3_###_business__i4_###_,Records__0_###_,0.3775122998306035,0.31951108832203445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006963646339910917,0.0,0.0,0.0,0.0,0.0,0.054853907504393284,0.0,0.023820475327484235,0.0,0.0,0.0,0.0,0.11002072986944175,0.32333226778177426,0.5421301623873085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509943,https://joran.org/ct/entity.admin.unit.2784/11814.mp4,the column was of course like here's the person with the world's highest IQ here to answer your challenging math questions this brings us to September 9th 1990 when a reader submitted to,no person__c0_###_text__c1_###_paper__c2_###_business__c3_###_paper__c4_###_newspaper__i0_###_money__i1_###_business__i2_###_paper__i3_###_cash__i4_###_,column__0_###_person__1_###_IQ__2_###_answer__3_###_math__4_###_questions__5_###_September__6_###_1990__7_###_reader__8_###_,0.2868623070187645,0.23439754687333017,0.0,0.0006963646339910917,0.0,0.0,0.0,0.06278751668735283,0.19223656812021003,0.0,0.0,0.0,0.0,0.0,0.140622942285261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16079539847042149,0.0,0.04828307760104224,0.5072712505645884,0.05572297442985862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509944,https://joran.org/ct/entity.admin.unit.2784/11819.mp4,knew that she replied yes you should switch and here's why,retro__c0_###_art__c1_###_people__c2_###_vintage__c3_###_portrait__c4_###_art__i0_###_silhouette__i1_###_symbol__i2_###_graphic__i3_###_design__i4_###_,switch__0_###_,0.24286536927094102,0.17774527307069748,0.0,0.0,0.0,0.0,0.0,0.0029235569116775172,0.1283427556661697,0.0,0.0,0.0,0.0,0.0,0.04326604401391242,0.0,0.0,0.0,0.028425427020763554,0.0,0.0,0.0065809442901577295,0.02707911577388416,0.0,0.0,0.0,0.0,0.1739265913157108,0.46322790016777854,0.19975165538802958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509945,https://joran.org/ct/entity.admin.unit.2784/11823.mp4,of sexism at play here not only was her,no person__c0_###_paper__c1_###_business__c2_###_identity__c3_###_graphic design__c4_###_paper__i0_###_envelope__i1_###_card__i2_###_frame__i3_###_blank__i4_###_,sexism__0_###_play__1_###_,0.5745941426049235,0.3895832383166912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04995461236879335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019516192896257924,0.0,0.0,0.0,0.0,0.09537755484539186,0.7652902437854134,0.17355438001341564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509946,https://joran.org/ct/entity.admin.unit.2784/11826.mp4,"percentage of the 10,000 responses claimed she was wrong only 8% of readers actually agreed with her and after subsequent columns she was able to raise that to only 56% and among academics it was 35 percent among academics initially supporting it around 70 percent of academics ultimately decided to agree with her the only way she managed to get people on her side was by asking them to do the experiment themselves elementary middle",sky__c0_###_bird__c1_###_nature__c2_###_abstract__c3_###_flight__c4_###_azure__i0_###_sky__i1_###_clouds__i2_###_weather__i3_###_cloud__i4_###_,responses__0_###_wrong__1_###_readers__2_###_subsequent__3_###_columns__4_###_raise__5_###_academics__6_###_academics__7_###_initially__8_###_supporting__9_###_academics__10_###_decided__11_###_managed__12_###_side__13_###_elementary__14_###_middle__15_###_,0.43812681117268365,0.23806732708789635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05153629210789036,0.00010369829121803017,0.0,0.00357733008126644,0.0,0.0,0.0,0.0,0.03323831422603439,0.00357733008126644,0.029557285853549917,0.06573795522054741,0.0,0.18748990782836533,0.6627523076604439,0.0836791486578002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509948,https://joran.org/ct/entity.admin.unit.2784/11832.mp4,google search of this little sucker of a,no person__c0_###_data__c1_###_template__c2_###_World Wide Web__c3_###_layout__c4_###_web site__i0_###_computer__i1_###_business__i2_###_internet__i3_###_web__i4_###_,google search__0_###_sucker__1_###_,0.5061261418552723,0.4013051065986921,0.0,0.0,0.025197294271958912,0.0,0.0,0.0,0.18122974879181308,0.0,0.0,0.0,0.0,0.025197294271958912,0.0007366143774223186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028944315332430928,0.0037470210604720177,0.0,0.05429638719578432,0.0,0.025197294271958912,0.7090096067734533,0.1724485645530953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856509949,https://joran.org/ct/entity.admin.unit.2784/11837.mp4,only statisticians but just everyday,horizontal__c0_###_indoors__c1_###_business__c2_###_people__c3_###_technology__c4_###_television__i0_###_blackboard__i1_###_signboard__i2_###_billboard__i3_###_display__i4_###_,statisticians__0_###_,0.30364516494005495,0.24834421376665908,0.0,0.0,0.11149502759180709,0.0,0.0,0.0007366143774223186,0.1514607792716731,0.0,0.0,0.05802445292769852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09495008798716906,0.0,0.0,0.5600277969687704,0.0,0.0,0.05107383030537447,0.23754574693699315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
