unit,duration,input.ctunitid,input.subtitles,input.videolocation,job,output.taggedinsubtitles,output.taggedinsubtitles.annotations,output.taggedinsubtitles.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial
1856663401,47.95,entity/admin/unit/8862,"How close sound Kentucky accent talk like I talking like  Regardless, R-dropping probably shortcut white actors use",https://joran.org/ct/entity.admin.unit.2848/8862.mp4,../data/person-video-highlight,"Counter({'accent': 14, 'Kentucky': 13, 'I': 10, 'like': 9, 'actors': 8, 'talk': 8, 'talking': 7, 'R-dropping': 5, 'white': 4, 'sound': 3, '': 2, 'Regardless': 2, 'How': 2, 'close': 2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1})",90,15,20,0.385665423697,"Counter({'accent': 0.7912634227173977, 'Kentucky': 0.7181368464400282, 'like': 0.5757931698279274, 'I': 0.5179373021716035, 'talk': 0.45740449180341647, 'talking': 0.42293638324385563, 'actors': 0.319491397690359, 'R-dropping': 0.2661410381932597, 'sound': 0.20300887088512237, 'white': 0.1805664616738753, '': 0.14632444349228274, 'Regardless': 0.14632444349228274, 'How': 0.14632444349228274, 'close': 0.14632444349228274, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.022407995603245127})",0.341974408395,"Counter({'accent': 0.7, 'Kentucky': 0.65, 'I': 0.5, 'like': 0.45, 'actors': 0.4, 'talk': 0.4, 'talking': 0.35, 'R-dropping': 0.25, 'white': 0.2, 'sound': 0.15, '': 0.1, 'Regardless': 0.1, 'How': 0.1, 'close': 0.1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663402,113.6,entity/admin/unit/8868,"speech, /ay/ one-part vowel many cases, sounding like ah ay.  Five  ",https://joran.org/ct/entity.admin.unit.2848/8868.mp4,../data/person-video-highlight,"Counter({'': 14, 'speech': 11, 'vowel': 8, 'one-part': 6, 'ay.': 5, 'ah': 5, '/ay/': 5, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 4, 'many': 4, 'like': 3, 'cases': 3, 'sounding': 3})",71,12,20,0.341016697329,"Counter({'': 0.7963852948265202, 'speech': 0.5987231735613003, 'vowel': 0.4994822627220954, 'one-part': 0.38184811736714763, 'ay.': 0.33742123870334223, 'ah': 0.33742123870334223, '/ay/': 0.3213476863633842, 'many': 0.2662064240639678, 'like': 0.21347103371275683, 'sounding': 0.21347103371275683, 'cases': 0.19766212126521987, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.11900699582109292})",0.301539965601,"Counter({'': 0.7, 'speech': 0.55, 'vowel': 0.4, 'one-part': 0.3, 'ay.': 0.25, 'ah': 0.25, '/ay/': 0.25, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.2, 'many': 0.2, 'like': 0.15, 'cases': 0.15, 'sounding': 0.15})"
1856663403,108.6,entity/admin/unit/8872,"aware Most Southerners ay-ungliding called voiced consonants, end word. The difference voiced voiceless consonants whether vocal chords vibrate say ay-ungliding voiceless consonants stereotyped South less-educated way speaking.  But I want life. ",https://joran.org/ct/entity.admin.unit.2848/8872.mp4,../data/person-video-highlight,"Counter({'Southerners': 18, 'consonants': 17, '': 12, 'voiced': 11, 'chords': 11, 'vocal': 10, 'ay-ungliding': 9, 'voiceless': 9, 'less-educated': 8, 'speaking.': 6, 'vibrate': 6, 'whether': 6, 'Most': 5, 'word.': 4, 'say': 4, 'end': 4, 'way': 4, 'stereotyped': 4, 'aware': 4, 'The': 4, 'difference': 4, 'called': 4, 'South': 3, 'I': 1, 'life.': 1})",169,25,20,0.419593806959,"Counter({'consonants': 1.105327760511965, 'Southerners': 0.9131597903011184, '': 0.785569292630182, 'voiced': 0.7585039619988709, 'chords': 0.6914827430720882, 'ay-ungliding': 0.6161999762310831, 'vocal': 0.6109352507399858, 'voiceless': 0.6098118324354785, 'less-educated': 0.48864415408024403, 'whether': 0.42694996711157657, 'vibrate': 0.40894748189804125, 'speaking.': 0.3766988743307728, 'Most': 0.34498614356661605, 'word.': 0.2945847433599572, 'end': 0.2945847433599572, 'aware': 0.2945847433599572, 'The': 0.2945847433599572, 'difference': 0.2945847433599572, 'called': 0.2945847433599572, 'say': 0.2900533645536956, 'way': 0.2821320122084859, 'stereotyped': 0.26860924793801183, 'South': 0.20926990400400058, 'life.': 0.05014587847003282, 'I': 0.026318397409304296})",0.396746140825,"Counter({'Southerners': 0.9, 'consonants': 0.85, '': 0.6, 'voiced': 0.55, 'chords': 0.55, 'vocal': 0.5, 'ay-ungliding': 0.45, 'voiceless': 0.45, 'less-educated': 0.4, 'speaking.': 0.3, 'vibrate': 0.3, 'whether': 0.3, 'Most': 0.25, 'word.': 0.2, 'say': 0.2, 'end': 0.2, 'way': 0.2, 'stereotyped': 0.2, 'aware': 0.2, 'The': 0.2, 'difference': 0.2, 'called': 0.2, 'South': 0.15, 'I': 0.05, 'life.': 0.05})"
1856663404,27.1,entity/admin/unit/8878,men.  As vowels pronounced back mouth like go boot.  Thank ,https://joran.org/ct/entity.admin.unit.2848/8878.mp4,../data/person-video-highlight,"Counter({'men.': 6, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 6, 'mouth': 6, 'pronounced': 3, 'As': 2, 'vowels': 1})",24,6,20,0.202279183697,"Counter({'men.': 0.318591977975376, 'mouth': 0.31563387556917044, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.225722324563967, 'pronounced': 0.2010462447616751, 'As': 0.13608475214853852, 'vowels': 0.059667241528954175})",0.220171789263,"Counter({'men.': 0.3, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3, 'mouth': 0.3, 'pronounced': 0.15, 'As': 0.1, 'vowels': 0.05})"
1856663405,27.85,entity/admin/unit/8883,"But actor North West, vowels really key",https://joran.org/ct/entity.admin.unit.2848/8883.mp4,../data/person-video-highlight,"Counter({'actor': 16, 'North': 4, 'But': 4, '': 3, 'West': 3, 'vowels': 3, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1})",34,7,20,0.509014054934,"Counter({'actor': 0.8135359642304949, 'But': 0.29458474335995727, 'North': 0.18360392930642397, '': 0.15610306354155357, 'West': 0.15610306354155357, 'vowels': 0.14115830049403724, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05300598493311398})",0.508271549398,"Counter({'actor': 0.8, 'North': 0.2, 'But': 0.2, '': 0.15, 'West': 0.15, 'vowels': 0.15, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663406,65.8,entity/admin/unit/9002,captures strange marking across arid plains Bolivia would create,https://joran.org/ct/entity.admin.unit.2833/9002.mp4,../data/person-video-highlight,"Counter({'Bolivia': 10, 'marking': 9, 'plains': 9, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 8, 'arid': 7, 'strange': 6, 'across': 3, 'captures': 2})",54,8,20,0.419648608375,"Counter({'Bolivia': 0.6559048181031041, 'plains': 0.6243352549796964, 'marking': 0.6016001758792979, 'arid': 0.5088830713860467, 'strange': 0.4462458961837932, 'across': 0.2504600679905843, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.23857221003972387, 'captures': 0.16939287504535808})",0.358017837491,"Counter({'Bolivia': 0.5, 'marking': 0.45, 'plains': 0.45, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4, 'arid': 0.35, 'strange': 0.3, 'across': 0.15, 'captures': 0.1})"
1856663407,87.15,entity/admin/unit/9005,answer may lie mining history mineral-rich Bolivia neighboring Chile Atacama Desert,https://joran.org/ct/entity.admin.unit.2833/9005.mp4,../data/person-video-highlight,"Counter({'Bolivia': 10, 'mining': 8, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 8, 'history': 7, 'mineral-rich': 6, 'Chile': 6, 'neighboring': 4, 'answer': 3, 'lie': 2, 'may': 2, 'Desert': 2, 'Atacama': 1})",59,12,20,0.327403660322,"Counter({'Bolivia': 0.6160799103458685, 'mining': 0.47422376100151986, 'history': 0.46136315354332597, 'mineral-rich': 0.404986281793384, 'Chile': 0.3996227280193957, 'neighboring': 0.285089910959229, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.2792374162289114, 'answer': 0.19640877089310435, 'Desert': 0.14551996518767055, 'lie': 0.1334421495224001, 'may': 0.1334421495224001, 'Atacama': 0.08042164028578434})",0.318516686354,"Counter({'Bolivia': 0.5, 'mining': 0.4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4, 'history': 0.35, 'mineral-rich': 0.3, 'Chile': 0.3, 'neighboring': 0.2, 'answer': 0.15, 'lie': 0.1, 'may': 0.1, 'Desert': 0.1, 'Atacama': 0.05})"
1856663408,43.7,entity/admin/unit/9007,growth animals however,https://joran.org/ct/entity.admin.unit.2833/9007.mp4,../data/person-video-highlight,"Counter({'animals': 14, 'growth': 7, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 5, 'NONE': 1})",27,4,20,0.564518245398,"Counter({'animals': 0.8122046940030136, 'growth': 0.4507638808238402, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.15369591830452833, 'NONE': 0.03409938769245805})",0.45604332778,"Counter({'animals': 0.7, 'growth': 0.35, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.25, 'NONE': 0.05})"
1856663409,28.15,entity/admin/unit/9010,reserves long history,https://joran.org/ct/entity.admin.unit.2833/9010.mp4,../data/person-video-highlight,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 11, 'reserves': 7, 'history': 3, 'long': 1})",22,4,20,0.365805758253,"Counter({'reserves': 0.46448787683556486, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4300703384790697, 'history': 0.17794865581709515, 'long': 0.06533812761335189})",0.400825548682,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.55, 'reserves': 0.35, 'history': 0.15, 'long': 0.05})"
1856663410,32.3,entity/admin/unit/9012,I understand much gunpowder,https://joran.org/ct/entity.admin.unit.2833/9012.mp4,../data/person-video-highlight,"Counter({'I': 8, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 7, 'gunpowder': 6, 'understand': 2})",23,4,20,0.301684624715,"Counter({'I': 0.4269238257072232, 'gunpowder': 0.3844657064757075, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.2408531623562895, 'understand': 0.13148250822746138})",0.30074808223,"Counter({'I': 0.4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.35, 'gunpowder': 0.3, 'understand': 0.1})"
1856663411,57.25,entity/admin/unit/9014,World War one manufactured,https://joran.org/ct/entity.admin.unit.2833/9014.mp4,../data/person-video-highlight,"Counter({'War': 13, 'World': 12, 'one': 11, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 7})",43,4,20,0.579350008993,"Counter({'War': 0.7577659955506546, 'World': 0.7292837761762936, 'one': 0.6770838291006354, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.24223400444934548})",0.484418011224,"Counter({'War': 0.65, 'World': 0.6, 'one': 0.55, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.35})"
1856663412,49.2,entity/admin/unit/9019,built support region booming mining industry 1930s disaster struck,https://joran.org/ct/entity.admin.unit.2833/9019.mp4,../data/person-video-highlight,"Counter({'mining': 10, 'industry': 9, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 8, 'booming': 6, 'region': 4, 'built': 4, '1930s': 3, 'support': 3, 'disaster': 1})",48,9,20,0.350879545286,"Counter({'mining': 0.6473698157753593, 'industry': 0.5989877713648167, 'booming': 0.4075376753468774, 'built': 0.27564511396063207, 'region': 0.2726914489840835, '1930s': 0.23714897810345434, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.23659480685408601, 'support': 0.18743547661176396, 'disaster': 0.058975637095731746})",0.325995529638,"Counter({'mining': 0.5, 'industry': 0.45, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4, 'booming': 0.3, 'region': 0.2, 'built': 0.2, '1930s': 0.15, 'support': 0.15, 'disaster': 0.05})"
1856663413,67.05,entity/admin/unit/9021,trains left rot desert using image enhancement identity dark mark visible space finally revealed I seeing I would call,https://joran.org/ct/entity.admin.unit.2833/9021.mp4,../data/person-video-highlight,"Counter({'I': 10, 'desert': 8, 'space': 7, 'enhancement': 7, 'image': 6, 'mark': 6, 'dark': 5, 'visible': 5, 'trains': 5, 'revealed': 5, 'left': 5, 'rot': 3, 'finally': 3, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 3, 'identity': 3, 'seeing': 2, 'using': 2})",85,17,20,0.255083563465,"Counter({'desert': 0.494747474104046, 'I': 0.4677853716368986, 'space': 0.44600697020501406, 'enhancement': 0.4388394017326172, 'image': 0.3885032495139721, 'mark': 0.38842516859843235, 'visible': 0.3375477066868577, 'dark': 0.33030205729892104, 'trains': 0.32645859974251773, 'left': 0.3042197274418438, 'revealed': 0.30258601133744656, 'rot': 0.20497725860018617, 'finally': 0.2022776894850871, 'identity': 0.19607917819777276, 'using': 0.15003824341383998, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.11316506588064905, 'seeing': 0.11167298564712458})",0.214905431823,"Counter({'I': 0.5, 'desert': 0.4, 'space': 0.35, 'enhancement': 0.35, 'image': 0.3, 'mark': 0.3, 'dark': 0.25, 'visible': 0.25, 'trains': 0.25, 'revealed': 0.25, 'left': 0.25, 'rot': 0.15, 'finally': 0.15, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.15, 'identity': 0.15, 'seeing': 0.1, 'using': 0.1})"
1856663414,61.15,entity/admin/unit/9024,designated cemetery,https://joran.org/ct/entity.admin.unit.2833/9024.mp4,../data/person-video-highlight,"Counter({'cemetery': 13, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 7, 'designated': 7})",27,3,20,0.512531438852,"Counter({'cemetery': 0.7411468943767793, 'designated': 0.4498569768903429, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.2588531056232207})",0.456307814789,"Counter({'cemetery': 0.65, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.35, 'designated': 0.35})"
1856663415,29.05,entity/admin/unit/9026,Bolivian Wild West,https://joran.org/ct/entity.admin.unit.2833/9026.mp4,../data/person-video-highlight,"Counter({'Bolivian': 12, 'Wild': 9, 'West': 9, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 6})",36,4,20,0.494260063077,"Counter({'Bolivian': 0.7088062243249452, 'West': 0.5765239516291848, 'Wild': 0.5648977592396566, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.17439282426434363})",0.403751646953,"Counter({'Bolivian': 0.6, 'Wild': 0.45, 'West': 0.45, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3})"
1856663416,74.75,entity/admin/unit/11797,I gonna introduce Zachary Crockett first introduced,https://joran.org/ct/entity.admin.unit.2784/11797.mp4,../data/person-video-highlight,"Counter({'Zachary': 20, 'Crockett': 19, 'I': 6, 'introduce': 4, 'introduced': 4, 'first': 3, 'gonna': 2})",58,7,20,0.761233043103,"Counter({'Zachary': 1.0, 'Crockett': 0.968843203394407, 'I': 0.3160697721340348, 'introduced': 0.29073564845733463, 'introduce': 0.27746375538125956, 'first': 0.20872138965799808, 'gonna': 0.13608475214853857})",0.785222071642,"Counter({'Zachary': 1.0, 'Crockett': 0.95, 'I': 0.3, 'introduce': 0.2, 'introduced': 0.2, 'first': 0.15, 'gonna': 0.1})"
1856663417,43.65,entity/admin/unit/11803,problem goes like brand new car behind one three doors behind,https://joran.org/ct/entity.admin.unit.2784/11803.mp4,../data/person-video-highlight,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 9, 'car': 8, 'new': 6, 'brand': 5, 'problem': 4, 'goes': 3, 'behind': 3, 'doors': 3, 'like': 3, 'three': 2})",46,10,20,0.284757056351,"Counter({'car': 0.5112464415638984, 'new': 0.4055754711676537, 'brand': 0.34551405523357565, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.33928721705576015, 'problem': 0.29527134297508617, 'goes': 0.2210722357847667, 'like': 0.2210722357847667, 'behind': 0.19820098217809637, 'doors': 0.14349727931271994, 'three': 0.11404295664140401})",0.298684922223,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.45, 'car': 0.4, 'new': 0.3, 'brand': 0.25, 'problem': 0.2, 'goes': 0.15, 'behind': 0.15, 'doors': 0.15, 'like': 0.15, 'three': 0.1})"
1856663418,27.9,entity/admin/unit/11807,thought much brighter Marilyn Vos,https://joran.org/ct/entity.admin.unit.2784/11807.mp4,../data/person-video-highlight,"Counter({'Marilyn': 9, 'brighter': 8, 'much': 5, 'thought': 5, 'Vos': 5, 'NONE': 2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 2})",36,7,20,0.280831328606,"Counter({'brighter': 0.5175522129714677, 'Marilyn': 0.37034450887246384, 'much': 0.35650486161947964, 'thought': 0.33447362441033246, 'Vos': 0.21608335478088272, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.08070104656497938, 'NONE': 0.07696686521611495})",0.257062194964,"Counter({'Marilyn': 0.45, 'brighter': 0.4, 'much': 0.25, 'thought': 0.25, 'Vos': 0.25, 'NONE': 0.1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1})"
1856663419,93.55,entity/admin/unit/11811,Records actually kept track,https://joran.org/ct/entity.admin.unit.2784/11811.mp4,../data/person-video-highlight,"Counter({'Records': 10, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 6, 'NONE': 4, 'track': 1, 'kept': 1})",22,5,20,0.368113679017,"Counter({'Records': 0.5700185803399704, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.293725094552646, 'NONE': 0.13625632510738353, 'track': 0.06135675360497002, 'kept': 0.06135675360497002})",0.327348170646,"Counter({'Records': 0.5, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3, 'NONE': 0.2, 'track': 0.05, 'kept': 0.05})"
1856663420,60.85,entity/admin/unit/11814,column course like person world highest IQ answer challenging math questions brings us September 9th 1990 reader submitted,https://joran.org/ct/entity.admin.unit.2784/11814.mp4,../data/person-video-highlight,"Counter({'person': 14, 'IQ': 11, 'highest': 11, 'column': 10, 'questions': 8, 'world': 8, 'math': 8, 'challenging': 7, 'reader': 6, 'answer': 6, 'us': 5, '1990': 4, 'course': 4, 'brings': 4, 'September': 4, '9th': 4, 'like': 3})",117,17,20,0.413176902681,"Counter({'person': 0.7110896993663564, 'IQ': 0.6608784338354635, 'highest': 0.6558992056811545, 'column': 0.6089453783671371, 'questions': 0.5187449889056381, 'world': 0.5166012283767032, 'math': 0.5135906042474351, 'challenging': 0.45934888210470004, 'answer': 0.40894748189804125, 'us': 0.34473062182999004, '1990': 0.2945847433599572, 'course': 0.2945847433599572, 'brings': 0.2945847433599572, 'September': 0.2945847433599572, '9th': 0.2945847433599572, 'like': 0.22530663740977744, 'reader': 0.22470316287962153})",0.369545351062,"Counter({'person': 0.7, 'IQ': 0.55, 'highest': 0.55, 'column': 0.5, 'questions': 0.4, 'world': 0.4, 'math': 0.4, 'challenging': 0.35, 'reader': 0.3, 'answer': 0.3, 'us': 0.25, '1990': 0.2, 'course': 0.2, 'brings': 0.2, 'September': 0.2, '9th': 0.2, 'like': 0.15})"
1856663421,37.0,entity/admin/unit/11819,knew replied yes switch,https://joran.org/ct/entity.admin.unit.2784/11819.mp4,../data/person-video-highlight,"Counter({'switch': 9, 'NONE': 9, 'replied': 6, 'yes': 4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 2})",30,5,20,0.35695410164,"Counter({'switch': 0.606137909800888, 'replied': 0.41648788320966906, 'NONE': 0.3048677084316702, 'yes': 0.2751088799769481, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.08899438176744195})",0.340541139815,"Counter({'switch': 0.45, 'NONE': 0.45, 'replied': 0.3, 'yes': 0.2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1})"
1856663422,118.1,entity/admin/unit/11823,sexism play,https://joran.org/ct/entity.admin.unit.2784/11823.mp4,../data/person-video-highlight,"Counter({'sexism': 12, 'play': 8, 'NONE': 5, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 3})",28,4,20,0.454880949194,"Counter({'sexism': 0.7261981943238797, 'play': 0.5089686098500212, 'NONE': 0.16466017726668727, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.10914162840943323})",0.353375637902,"Counter({'sexism': 0.6, 'play': 0.4, 'NONE': 0.25, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.15})"
1856663423,83.6,entity/admin/unit/11826,"percentage 10,000 responses claimed wrong 8% readers actually agreed subsequent columns able raise 56% among academics 35 percent among academics initially supporting around 70 percent academics ultimately decided agree way managed get people side asking experiment elementary middle",https://joran.org/ct/entity.admin.unit.2784/11826.mp4,../data/person-video-highlight,"Counter({'academics': 27, 'readers': 14, 'responses': 11, 'people': 9, 'percent': 9, '000': 8, '10': 8, '8%': 7, 'among': 6, 'experiment': 6, 'wrong': 6, '56%': 6, 'agreed': 5, 'raise': 5, 'percentage': 5, '35': 5, 'claimed': 4, 'able': 4, 'actually': 4, 'columns': 4, '70': 4, 'managed': 3, 'subsequent': 3, 'asking': 3, 'get': 3, 'side': 3, 'around': 2, 'way': 2, 'supporting': 2, 'initially': 2, 'elementary': 1, 'decided': 1, 'ultimately': 1, 'agree': 1})",184,34,20,0.374214254269,"Counter({'academics': 1.336807265364678, 'readers': 0.7186190710952841, 'responses': 0.65791481602035, 'percent': 0.5605042421370431, '000': 0.48779336155613123, '10': 0.48779336155613123, 'people': 0.45578547367687255, '8%': 0.4397913977412009, 'among': 0.40569034873188003, 'wrong': 0.3968098397261896, '56%': 0.3848939227334305, 'experiment': 0.3627775571874804, 'agreed': 0.3401187666354543, 'raise': 0.33295861555019324, '35': 0.30770085857240675, 'percentage': 0.28550443880050025, 'claimed': 0.2852212916276839, 'actually': 0.2852212916276839, 'columns': 0.2831318917772398, 'able': 0.2612083576352661, '70': 0.25280338356463633, 'subsequent': 0.22167505525763767, 'asking': 0.1968620380972462, 'managed': 0.1926640548365182, 'get': 0.1926640548365182, 'side': 0.1926640548365182, 'around': 0.15313075245888977, 'supporting': 0.15313075245888977, 'initially': 0.15313075245888977, 'way': 0.14492673091400893, 'decided': 0.08138049454396268, 'ultimately': 0.08138049454396268, 'agree': 0.08138049454396268, 'elementary': 0.05753826317923024})",0.354953373587,"Counter({'academics': 1.35, 'readers': 0.7, 'responses': 0.55, 'people': 0.45, 'percent': 0.45, '000': 0.4, '10': 0.4, '8%': 0.35, 'among': 0.3, 'experiment': 0.3, 'wrong': 0.3, '56%': 0.3, 'agreed': 0.25, 'raise': 0.25, 'percentage': 0.25, '35': 0.25, 'claimed': 0.2, 'able': 0.2, 'actually': 0.2, 'columns': 0.2, '70': 0.2, 'managed': 0.15, 'subsequent': 0.15, 'asking': 0.15, 'get': 0.15, 'side': 0.15, 'around': 0.1, 'way': 0.1, 'supporting': 0.1, 'initially': 0.1, 'elementary': 0.05, 'decided': 0.05, 'ultimately': 0.05, 'agree': 0.05})"
1856663424,46.55,entity/admin/unit/11832,google search little sucker,https://joran.org/ct/entity.admin.unit.2784/11832.mp4,../data/person-video-highlight,"Counter({'search': 10, 'google': 7, 'sucker': 6, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 6, 'little': 4})",33,5,20,0.371490863826,"Counter({'search': 0.6245643149681928, 'google': 0.4762124029444285, 'sucker': 0.3444138351820743, 'little': 0.25695792220927305, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1946244204694978})",0.308113845054,"Counter({'search': 0.5, 'google': 0.35, 'sucker': 0.3, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3, 'little': 0.2})"
1856663425,35.3,entity/admin/unit/11837,statisticians everyday,https://joran.org/ct/entity.admin.unit.2784/11837.mp4,../data/person-video-highlight,"Counter({'statisticians': 19, 'everyday': 2})",21,2,20,0.88428505566,"Counter({'statisticians': 0.9550986867958625, 'everyday': 0.0955894252168327})",0.875973836013,"Counter({'statisticians': 0.95, 'everyday': 0.1})"
