unit,duration,input.doc_id,input.index,input.sentence,input.sentence_id,input.validate_verbs,job,metrics.avg_annotations,metrics.avg_cos_clarity,metrics.avg_unique_annotations,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.cos_clarity,output.selectedtags_desc.unique_annotations,worker,uqs,uqs_initial,unit_annotation_score,unit_annotation_score_initial
1368376180,26.4,wsj_0575,587,Loan covenants require that the company achieve specified levels of operating earnings and meet a rolling four-quarter profitability test .,14,require_15_22 achieve_40_47 specified_48_57 operating_68_77 earnings_78_86 meet_91_95 test_133_137,event_validation,70.0,0.485832810289,7.0,"Counter({'achieve_40_47': 13, 'meet_91_95': 11, 'test_133_137': 10, 'operating_68_77': 10, 'require_15_22': 9, 'specified_48_57': 9, 'earnings_78_86': 8})",70,0.485832810289,7,15,0.755969454935,0.613827603873,"Counter({'achieve_40_47': 0.9395669626163955, 'operating_68_77': 0.8238762413928051, 'meet_91_95': 0.7933556963509708, 'test_133_137': 0.7865142634071615, 'require_15_22': 0.785027189878945, 'specified_48_57': 0.7768353442156269, 'earnings_78_86': 0.7093641489608987})","Counter({'achieve_40_47': 0.8666666666666667, 'meet_91_95': 0.7333333333333333, 'test_133_137': 0.6666666666666666, 'operating_68_77': 0.6666666666666666, 'require_15_22': 0.6, 'specified_48_57': 0.6, 'earnings_78_86': 0.5333333333333333})"
1368376181,26.6666666667,ABC19980304.1830.1636,588,"It is , in short , the kind of management job many American women say they 've had to fight for .",11,is_3_5 in_8_10 say_66_69 ve_75_78 had_79_82 fight_86_91 for_92_95,event_validation,59.0,0.563092506371,7.0,"Counter({'fight_86_91': 13, 'say_66_69': 10, 'is_3_5': 9, 've_75_78': 7, 'in_8_10': 7, 'had_79_82': 7, 'for_92_95': 6})",59,0.563092506371,7,15,0.684094564834,0.575001193404,"Counter({'fight_86_91': 0.8903139302619335, 'say_66_69': 0.8238762413928051, 'is_3_5': 0.7457551469734872, 've_75_78': 0.681956286620405, 'in_8_10': 0.681956286620405, 'had_79_82': 0.681956286620405, 'for_92_95': 0.5927024477642532})","Counter({'fight_86_91': 0.8666666666666667, 'say_66_69': 0.6666666666666666, 'is_3_5': 0.6, 've_75_78': 0.4666666666666667, 'in_8_10': 0.4666666666666667, 'had_79_82': 0.4666666666666667, 'for_92_95': 0.4})"
1368376182,29.1333333333,wsj_0781,589,"-LRB- A 16-bit microprocessor processes 16 pieces of data at a time and is slower than newer , 32-bit chips . -RRB-",43,processes_30_39 at_58_60 is_72_74,event_validation,30.0,0.795146567946,4.0,"Counter({'processes_30_39': 14, 'is_72_74': 8, 'at_58_60': 7, 'no_event': 1})",30,0.795146567946,4,15,0.768249560569,0.66863645771,"Counter({'processes_30_39': 0.9729683080212789, 'is_72_74': 0.7141872862529615, 'at_58_60': 0.6934118334059545, 'no_event': 0.027031691978721156})","Counter({'processes_30_39': 0.9333333333333333, 'is_72_74': 0.5333333333333333, 'at_58_60': 0.4666666666666667, 'no_event': 0.06666666666666667})"
1368376183,34.6666666667,wsj_0781,590,"But while the chip 's speed in processing power is dazzling , it 's real strength lies in its software inheritance .",41,in_28_30 is_48_50 s_65_67 lies_82_86 in_87_89,event_validation,43.0,0.544734710703,6.0,"Counter({'is_48_50': 10, 'lies_82_86': 9, 'in_87_89': 7, 's_65_67': 7, 'in_28_30': 7, 'no_event': 3})",43,0.544734710703,6,15,0.609578704614,0.415737865167,"Counter({'lies_82_86': 0.8108993339557576, 'is_48_50': 0.7842175011670299, 'in_87_89': 0.6924435800888952, 's_65_67': 0.6924435800888952, 'in_28_30': 0.6924435800888952, 'no_event': 0.09732674496610763})","Counter({'is_48_50': 0.6666666666666666, 'lies_82_86': 0.6, 'in_87_89': 0.4666666666666667, 's_65_67': 0.4666666666666667, 'in_28_30': 0.4666666666666667, 'no_event': 0.2})"
1368376184,19.4666666667,wsj_0781,591,"That 's a break from Compaq tradition , because the company does n't announce products until they 're actually at the dealers .",32,s_5_7 does_60_64 announce_69_77 re_98_101 at_111_113,event_validation,43.0,0.666010175452,6.0,"Counter({'announce_69_77': 13, 'does_60_64': 8, 's_5_7': 7, 're_98_101': 7, 'at_111_113': 7, 'no_event': 1})",43,0.666010175452,6,15,0.696902140023,0.551556820757,"Counter({'announce_69_77': 0.9432892038914632, 'does_60_64': 0.7284079333848136, 's_5_7': 0.6924435800888952, 're_98_101': 0.6924435800888952, 'at_111_113': 0.6924435800888952, 'no_event': 0.02074644281261849})","Counter({'announce_69_77': 0.8666666666666667, 'does_60_64': 0.5333333333333333, 's_5_7': 0.4666666666666667, 're_98_101': 0.4666666666666667, 'at_111_113': 0.4666666666666667, 'no_event': 0.06666666666666667})"
1368376185,42.2,wsj_0950,592,GMAC profits are combined with earnings from the rest of GM 's operations and attributed to the company 's traditional common stock .,17,profits_5_12 are_13_16 combined_17_25 earnings_31_39 operations_63_73 attributed_78_88,event_validation,59.0,0.501307191773,7.0,"Counter({'combined_17_25': 12, 'operations_63_73': 11, 'attributed_78_88': 9, 'profits_5_12': 9, 'earnings_31_39': 9, 'are_13_16': 8, 'no_event': 1})",59,0.501307191773,7,15,0.74387466719,0.555509302793,"Counter({'combined_17_25': 0.8957735430022381, 'operations_63_73': 0.8738576332269933, 'profits_5_12': 0.8108993339557576, 'earnings_31_39': 0.8108993339557576, 'attributed_78_88': 0.7341196581373902, 'are_13_16': 0.7131900229015136, 'no_event': 0.025646681284315364})","Counter({'combined_17_25': 0.8, 'operations_63_73': 0.7333333333333333, 'attributed_78_88': 0.6, 'profits_5_12': 0.6, 'earnings_31_39': 0.6, 'are_13_16': 0.5333333333333333, 'no_event': 0.06666666666666667})"
1368376186,32.0666666667,WSJ900813-0157,593,"Two Middle East terrorists with records of successful attacks against Western targets , Abu Nidal and Abu Abbas , have ties to Baghdad .",37,successful_43_53 attacks_54_61 targets_78_85 have_114_118,event_validation,40.0,0.65,5.0,"Counter({'attacks_54_61': 13, 'have_114_118': 10, 'targets_78_85': 9, 'successful_43_53': 7, 'no_event': 1})",40,0.65,5,15,0.760904186777,0.603369661619,"Counter({'attacks_54_61': 0.9435378468015079, 'have_114_118': 0.8178459761577471, 'targets_78_85': 0.8108993339557576, 'successful_43_53': 0.6924435800888952, 'no_event': 0.035715710385873845})","Counter({'attacks_54_61': 0.8666666666666667, 'have_114_118': 0.6666666666666666, 'targets_78_85': 0.6, 'successful_43_53': 0.4666666666666667, 'no_event': 0.06666666666666667})"
1368376187,27.2666666667,wsj_0533,594,Both offers are conditional on regulatory approvals and enough shares being tendered to give the bidders a majority of Connaught 's shares outstanding .,8,offers_5_11 are_12_15 conditional_16_27 on_28_30 approvals_42_51 being_70_75 tendered_76_84 give_88_92,event_validation,74.0,0.451625957697,8.0,"Counter({'offers_5_11': 12, 'tendered_76_84': 11, 'approvals_42_51': 10, 'conditional_16_27': 10, 'being_70_75': 8, 'on_28_30': 8, 'are_12_15': 8, 'give_88_92': 7})",74,0.451625957697,8,15,0.700472047717,0.566820852197,"Counter({'offers_5_11': 0.8714916069908234, 'tendered_76_84': 0.8219765914412659, 'conditional_16_27': 0.8041292386282858, 'approvals_42_51': 0.7808472663839058, 'on_28_30': 0.7296398130812791, 'are_12_15': 0.7296398130812791, 'being_70_75': 0.701614723701772, 'give_88_92': 0.6449906209329122})","Counter({'offers_5_11': 0.8, 'tendered_76_84': 0.7333333333333333, 'approvals_42_51': 0.6666666666666666, 'conditional_16_27': 0.6666666666666666, 'being_70_75': 0.5333333333333333, 'on_28_30': 0.5333333333333333, 'are_12_15': 0.5333333333333333, 'give_88_92': 0.4666666666666667})"
1368376188,20.6,wsj_0938,595,"`` Where 's the bid ? '' asked Pierre Panet-Raymond , an analyst and broker with Toronto securities dealer McDermid St. Lawrence Ltd. .",22,s_9_11 bid_16_19 asked_25_30,event_validation,33.0,0.689968360165,4.0,"Counter({'asked_25_30': 13, 'bid_16_19': 11, 's_9_11': 8, 'no_event': 1})",33,0.689968360165,4,15,0.810684470028,0.659009601509,"Counter({'asked_25_30': 0.9508312561546045, 'bid_16_19': 0.8654964585322727, 's_9_11': 0.7296398130812791, 'no_event': 0.02395516862543188})","Counter({'asked_25_30': 0.8666666666666667, 'bid_16_19': 0.7333333333333333, 's_9_11': 0.5333333333333333, 'no_event': 0.06666666666666667})"
1368376189,20.6,wsj_0152,596,"Dow Jones publishes The Wall Street Journal , Barron 's magazine , and community newspapers and operates financial news services and computer data bases .",7,publishes_10_19 operates_96_104 services_120_128,event_validation,38.0,0.669482764016,3.0,"Counter({'publishes_10_19': 15, 'operates_96_104': 14, 'services_120_128': 9})",38,0.669482764016,3,15,0.900645794038,0.871181261623,"Counter({'publishes_10_19': 1.0, 'operates_96_104': 0.9634010639424813, 'services_120_128': 0.7182058131497665})","Counter({'publishes_10_19': 1.0, 'operates_96_104': 0.9333333333333333, 'services_120_128': 0.6})"
1368376190,42.2,wsj_1013,597,The results include a $ 130.2 million write-down of the securities in the high-yield portfolio to the lower of their cost or market value .,7,results_4_11 include_12_19 write-down_38_48 in_67_69 lower_102_107 cost_117_121 market_125_131,event_validation,54.0,0.51512219637,7.0,"Counter({'results_4_11': 11, 'write_down_38_48': 10, 'include_12_19': 9, 'lower_102_107': 8, 'market_125_131': 7, 'in_67_69': 5, 'cost_117_121': 4})",54,0.51512219637,7,15,0.58038521599,0.506380009243,"Counter({'results_4_11': 0.7839211599406238, 'write_down_38_48': 0.7477049031099355, 'include_12_19': 0.707579932646841, 'lower_102_107': 0.636517307370371, 'market_125_131': 0.5417270909853642, 'in_67_69': 0.4477898019643001, 'cost_117_121': 0.3645216135098977})","Counter({'results_4_11': 0.7333333333333333, 'write_down_38_48': 0.6666666666666666, 'include_12_19': 0.6, 'lower_102_107': 0.5333333333333333, 'market_125_131': 0.4666666666666667, 'in_67_69': 0.3333333333333333, 'cost_117_121': 0.26666666666666666})"
1368376191,65.1333333333,ABC19980120.1830.0957,598,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 s_86_88 been_89_93,event_validation,51.0,0.586238362495,8.0,"Counter({'trip_52_56': 12, 'broadcast_18_27': 10, 'see_74_77': 9, 'end_7_10': 6, 'been_89_93': 5, 's_86_88': 4, 'at_0_2': 4, 'no_event': 1})",51,0.586238362495,8,15,0.525327878263,0.499146889065,"Counter({'trip_52_56': 0.8338173214798282, 'broadcast_18_27': 0.6838894249888758, 'see_74_77': 0.6628777551948772, 'end_7_10': 0.5055476666665423, 'been_89_93': 0.45047863541401045, 's_86_88': 0.3630959494632038, 'at_0_2': 0.3630959494632038, 'no_event': 0.06487792700510234})","Counter({'trip_52_56': 0.8, 'broadcast_18_27': 0.6666666666666666, 'see_74_77': 0.6, 'end_7_10': 0.4, 'been_89_93': 0.3333333333333333, 's_86_88': 0.26666666666666666, 'at_0_2': 0.26666666666666666, 'no_event': 0.06666666666666667})"
1368376192,49.9333333333,wsj_0585,599,`` It 's harder to sell stocks when the sell programs come in because some market makers do n't want to -LCB- take the orders -RCB- .,26,s_6_8 sell_19_23 programs_45_53 come_54_58 in_59_61 market_75_81 do_89_91 want_96_100 take_110_114 orders_119_125,event_validation,79.0,0.560968194005,10.0,"Counter({'sell_19_23': 15, 'take_110_114': 12, 'orders_119_125': 8, 'market_75_81': 7, 'come_54_58': 7, 'want_96_100': 7, 'do_89_91': 7, 'in_59_61': 6, 's_6_8': 5, 'programs_45_53': 5})",79,0.560968194005,10,15,0.636154158586,0.604770447961,"Counter({'sell_19_23': 1.0, 'take_110_114': 0.8456518750783236, 'orders_119_125': 0.6378859098693921, 'come_54_58': 0.5884626410649795, 'want_96_100': 0.5643365117256222, 'do_89_91': 0.5643365117256222, 'market_75_81': 0.5490576099054847, 'in_59_61': 0.5239371483366688, 'programs_45_53': 0.45047863541401045, 's_6_8': 0.42762144219151443})","Counter({'sell_19_23': 1.0, 'take_110_114': 0.8, 'orders_119_125': 0.5333333333333333, 'market_75_81': 0.4666666666666667, 'come_54_58': 0.4666666666666667, 'want_96_100': 0.4666666666666667, 'do_89_91': 0.4666666666666667, 'in_59_61': 0.4, 's_6_8': 0.3333333333333333, 'programs_45_53': 0.3333333333333333})"
1368376193,45.2666666667,wsj_0583,600,"But even a Japanese company that looks like a dog may turn out to be a good investment for a foreign concern , some management consultants maintain .",20,looks_33_38 turn_54_58 be_66_68 good_71_75 investment_76_86 for_87_90 concern_101_108 consultants_127_138 maintain_139_147,event_validation,69.0,0.499566536546,10.0,"Counter({'maintain_139_147': 12, 'turn_54_58': 11, 'investment_76_86': 10, 'looks_33_38': 7, 'be_66_68': 7, 'consultants_127_138': 6, 'concern_101_108': 6, 'good_71_75': 5, 'for_87_90': 4, 'no_event': 1})",69,0.499566536546,10,15,0.569662415124,0.491041160935,"Counter({'maintain_139_147': 0.8639416475440966, 'turn_54_58': 0.8057620364415755, 'investment_76_86': 0.7364648843608662, 'looks_33_38': 0.5659578821192751, 'be_66_68': 0.5659578821192751, 'concern_101_108': 0.5239371483366688, 'consultants_127_138': 0.5086582465165315, 'good_71_75': 0.45047863541401045, 'for_87_90': 0.3630959494632038, 'no_event': 0.03677925878675881})","Counter({'maintain_139_147': 0.8, 'turn_54_58': 0.7333333333333333, 'investment_76_86': 0.6666666666666666, 'looks_33_38': 0.4666666666666667, 'be_66_68': 0.4666666666666667, 'consultants_127_138': 0.4, 'concern_101_108': 0.4, 'good_71_75': 0.3333333333333333, 'for_87_90': 0.26666666666666666, 'no_event': 0.06666666666666667})"
1368376194,26.1333333333,wsj_0760,601,"In the year-earlier period , the company had net of $ 77.2 million , or $ 3.68 a share , and a tax credit of $ 7.7 million .",12,In_0_2 period_20_26 had_41_44 net_45_48,event_validation,29.0,0.750193773418,5.0,"Counter({'had_41_44': 11, 'period_20_26': 7, 'net_45_48': 5, 'in_0_2': 4, 'no_event': 2})",29,0.750193773418,5,15,0.514950292938,0.448408607321,"Counter({'had_41_44': 0.8049251849459439, 'period_20_26': 0.5505945805787867, 'net_45_48': 0.45047863541401045, 'in_0_2': 0.3630959494632038, 'no_event': 0.09495886988927985})","Counter({'had_41_44': 0.7333333333333333, 'period_20_26': 0.4666666666666667, 'net_45_48': 0.3333333333333333, 'in_0_2': 0.26666666666666666, 'no_event': 0.13333333333333333})"
1368376195,32.9333333333,WSJ900813-0157,602,The unpredictability of Iraq 's leader is a principal reason the U.S. is going to such great lengths to build a mammoth force in and around Saudi Arabia .,51,leader_32_38 is_39_41 is_70_72 going_73_78 build_104_109 force_120_125 in_126_128,event_validation,52.0,0.693375245282,7.0,"Counter({'build_104_109': 15, 'going_73_78': 9, 'force_120_125': 7, 'is_39_41': 6, 'is_70_72': 6, 'in_126_128': 5, 'leader_32_38': 4})",52,0.693375245282,7,15,0.64245447409,0.631500488152,"Counter({'build_104_109': 1.0, 'going_73_78': 0.6909764234132207, 'force_120_125': 0.5505945805787867, 'is_39_41': 0.5010799551141727, 'is_70_72': 0.5010799551141727, 'in_126_128': 0.43655446238586215, 'leader_32_38': 0.3630959494632038})","Counter({'build_104_109': 1.0, 'going_73_78': 0.6, 'force_120_125': 0.4666666666666667, 'is_39_41': 0.4, 'is_70_72': 0.4, 'in_126_128': 0.3333333333333333, 'leader_32_38': 0.26666666666666666})"
1368376196,38.5333333333,PRI19980303.2000.2550,603,"Inside the Islamic Saudi academy in Mount Vernon , Virginia , many of the girls wear head scarves and some of the neatly dressed children are in uniforms .",5,in_33_35 wear_80_84 head_85_89 are_138_141 in_142_144,event_validation,31.0,0.873333764609,5.0,"Counter({'wear_80_84': 15, 'are_138_141': 6, 'in_142_144': 4, 'head_85_89': 3, 'in_33_35': 3})",31,0.873333764609,5,15,0.708699464294,0.740479599279,"Counter({'wear_80_84': 1.0, 'are_138_141': 0.4757003412251623, 'in_142_144': 0.35493924099594404, 'in_33_35': 0.2807641822519208, 'head_85_89': 0.2807641822519208})","Counter({'wear_80_84': 1.0, 'are_138_141': 0.4, 'in_142_144': 0.26666666666666666, 'in_33_35': 0.2, 'head_85_89': 0.2})"
1368376197,34.6,PRI19980303.2000.2550,604,The Saudi Arabian government has an atrocious record on human rights and is known to be one of the worst offending countries when it comes to religious persecution .,19,has_29_32 on_53_55 is_73_75 known_76_81 be_85_87 offending_105_114 comes_133_138 persecution_152_163,event_validation,61.0,0.56954034064,8.0,"Counter({'persecution_152_163': 13, 'offending_105_114': 10, 'known_76_81': 8, 'be_85_87': 7, 'has_29_32': 7, 'comes_133_138': 7, 'is_73_75': 5, 'on_53_55': 4})",61,0.56954034064,8,15,0.594159011696,0.561747971569,"Counter({'persecution_152_163': 0.862015994349031, 'offending_105_114': 0.739699573039963, 'known_76_81': 0.6210269133718068, 'comes_133_138': 0.5884626410649795, 'be_85_87': 0.5747207099181442, 'has_29_32': 0.5659578821192751, 'is_73_75': 0.42762144219151443, 'on_53_55': 0.3630959494632038})","Counter({'persecution_152_163': 0.8666666666666667, 'offending_105_114': 0.6666666666666666, 'known_76_81': 0.5333333333333333, 'be_85_87': 0.4666666666666667, 'has_29_32': 0.4666666666666667, 'comes_133_138': 0.4666666666666667, 'is_73_75': 0.3333333333333333, 'on_53_55': 0.26666666666666666})"
1368376198,37.4,wsj_0810,605,"The Paribas offer values Navigation Mixte at about 23 billion francs , depending on how many of Navigation Mixte 's warrants are converted into shares during the takeover battle .",26,offer_12_17 values_18_24 at_42_44 on_81_83 are_125_128 converted_129_138 takeover_162_170 battle_171_177,event_validation,67.0,0.551249461671,8.0,"Counter({'converted_129_138': 14, 'battle_171_177': 11, 'offer_12_17': 10, 'values_18_24': 9, 'takeover_162_170': 9, 'at_42_44': 5, 'are_125_128': 5, 'on_81_83': 4})",67,0.551249461671,8,15,0.665916865888,0.615959180812,"Counter({'converted_129_138': 0.9632207412132412, 'battle_171_177': 0.8028797820392707, 'offer_12_17': 0.7557821027477362, 'values_18_24': 0.6755410442143736, 'takeover_162_170': 0.6514149148750162, 'at_42_44': 0.45047863541401045, 'are_125_128': 0.42762144219151443, 'on_81_83': 0.3630959494632038})","Counter({'converted_129_138': 0.9333333333333333, 'battle_171_177': 0.7333333333333333, 'offer_12_17': 0.6666666666666666, 'values_18_24': 0.6, 'takeover_162_170': 0.6, 'at_42_44': 0.3333333333333333, 'are_125_128': 0.3333333333333333, 'on_81_83': 0.26666666666666666})"
1368376199,77.4,wsj_0768,606,"The fund , with a cash cushion of more than 10 % , has '' met all the redemptions without having to sell one thing , '' Mr. Litvack says .",22,has_51_54 met_58_61 redemptions_70_81 having_90_96 sell_100_104 says_132_136,event_validation,57.0,0.617017552342,6.0,"Counter({'sell_100_104': 15, 'met_58_61': 11, 'says_132_136': 9, 'having_90_96': 8, 'redemptions_70_81': 8, 'has_51_54': 6})",57,0.617017552342,6,15,0.705321423473,0.669276463308,"Counter({'sell_100_104': 1.0, 'met_58_61': 0.8034034542321143, 'says_132_136': 0.6637612972153314, 'redemptions_70_81': 0.6287736882222008, 'having_90_96': 0.578646693457158, 'has_51_54': 0.4674463082718849})","Counter({'sell_100_104': 1.0, 'met_58_61': 0.7333333333333333, 'says_132_136': 0.6, 'having_90_96': 0.5333333333333333, 'redemptions_70_81': 0.5333333333333333, 'has_51_54': 0.4})"
1368376200,55.5333333333,wsj_0376,607,"In a statement , the company said : `` Both parts can only realize their full potential and be appropriately valued by the market if they are separately quoted companies .",13,In_0_2 statement_5_14 said_29_33 parts_44_49 realize_59_66 be_92_94 valued_109_115 market_123_129 are_138_141 quoted_153_159,event_validation,87.0,0.473828210396,10.0,"Counter({'said_29_33': 14, 'realize_59_66': 12, 'valued_109_115': 11, 'statement_5_14': 11, 'quoted_153_159': 11, 'market_123_129': 8, 'be_92_94': 7, 'are_138_141': 5, 'parts_44_49': 4, 'in_0_2': 4})",87,0.473828210396,10,15,0.679616412594,0.637260236439,"Counter({'said_29_33': 0.9625205740866799, 'realize_59_66': 0.8571095734970056, 'quoted_153_159': 0.8031349996159982, 'valued_109_115': 0.8017091162938684, 'statement_5_14': 0.7571580478873394, 'market_123_129': 0.5647739296134524, 'be_92_94': 0.5250522467081524, 'are_138_141': 0.3967143246110261, 'parts_44_49': 0.3368525292419318, 'in_0_2': 0.3368525292419318})","Counter({'said_29_33': 0.9333333333333333, 'realize_59_66': 0.8, 'valued_109_115': 0.7333333333333333, 'statement_5_14': 0.7333333333333333, 'quoted_153_159': 0.7333333333333333, 'market_123_129': 0.5333333333333333, 'be_92_94': 0.4666666666666667, 'are_138_141': 0.3333333333333333, 'parts_44_49': 0.26666666666666666, 'in_0_2': 0.26666666666666666})"
1368376201,28.4,wsj_0695,608,"The investor group includes Restaurant Investment Partnership , a California general partnership , and three Rally 's directors : Mr. Sugarman , James M. Trotter III and William E. Trotter II .",4,includes_19_27 Investment_39_49 Rally_109_114 directors_118_127,event_validation,32.0,0.690201385652,5.0,"Counter({'includes_19_27': 11, 'investment_39_49': 8, 'rally_109_114': 7, 'directors_118_127': 4, 'no_event': 2})",32,0.690201385652,5,15,0.516850424054,0.474487218896,"Counter({'includes_19_27': 0.7856267154915599, 'investment_39_49': 0.5857596860581817, 'rally_109_114': 0.515806823667058, 'directors_118_127': 0.33693709941669847, 'no_event': 0.11659085629383215})","Counter({'includes_19_27': 0.7333333333333333, 'investment_39_49': 0.5333333333333333, 'rally_109_114': 0.4666666666666667, 'directors_118_127': 0.26666666666666666, 'no_event': 0.13333333333333333})"
1368376202,39.3333333333,wsj_0542,609,"Dow Jones , which owns 67 % of Telerate , publishes The Wall Street Journal , Barron 's magazine , community newspapers and operates financial news services and computer data bases .",12,owns_18_22 publishes_42_51 operates_124_132 services_148_156,event_validation,49.0,0.593390829097,4.0,"Counter({'operates_124_132': 15, 'publishes_42_51': 14, 'owns_18_22': 13, 'services_148_156': 7})",49,0.593390829097,4,15,0.858812072674,0.860771925483,"Counter({'operates_124_132': 1.0, 'publishes_42_51': 0.9159238282992976, 'owns_18_22': 0.8785985655071142, 'services_148_156': 0.5221678755382836})","Counter({'operates_124_132': 1.0, 'publishes_42_51': 0.9333333333333333, 'owns_18_22': 0.8666666666666667, 'services_148_156': 0.4666666666666667})"
